Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2012Q2,S08000028,S08000028,NA,Lung,NA,1,NA,1,NA
2012Q2,S08000028,S08000028,NA,Ovarian,NA,1,NA,1,NA
2012Q2,S08000028,S08000031,NA,Colorectal,NA,1,NA,1,NA
2012Q2,S08000028,S08000031,NA,Lung,NA,1,NA,1,NA
2012Q2,S08000028,S08000031,NA,Ovarian,NA,1,NA,1,NA
2012Q2,S08000029,S08000019,NA,Urological,NA,1,NA,1,NA
2012Q2,S08000029,S08000024,NA,Cervical,NA,3,NA,3,NA
2012Q2,S08000029,S08000024,NA,Colorectal,NA,3,NA,3,NA
2012Q2,S08000029,S08000024,NA,Head & Neck,NA,22,NA,22,NA
2012Q2,S08000029,S08000024,NA,Lung,NA,23,NA,23,NA
2012Q2,S08000029,S08000024,NA,Melanoma,NA,1,NA,1,NA
2012Q2,S08000029,S08000024,NA,Ovarian,NA,2,NA,2,NA
2012Q2,S08000029,S08000024,NA,Upper GI,NA,14,NA,14,NA
2012Q2,S08000029,S08000024,NA,Urological,NA,4,NA,4,NA
2012Q2,S08000029,S08000029,NA,Breast,NA,36,NA,36,NA
2012Q2,S08000029,S08000029,NA,Colorectal,NA,48,NA,48,NA
2012Q2,S08000029,S08000029,NA,Head & Neck,NA,7,NA,7,NA
2012Q2,S08000029,S08000029,NA,Lung,NA,37,NA,37,NA
2012Q2,S08000029,S08000029,NA,Lymphoma,NA,16,NA,16,NA
2012Q2,S08000029,S08000029,NA,Melanoma,NA,15,NA,15,NA
2012Q2,S08000029,S08000029,NA,Ovarian,NA,4,NA,3,NA
2012Q2,S08000029,S08000029,NA,Upper GI,NA,27,NA,27,NA
2012Q2,S08000029,S08000029,NA,Urological,NA,74,NA,68,NA
2012Q2,S08000029,S08000030,NA,Lung,NA,1,NA,1,NA
2012Q2,S08000029,S08000030,NA,Urological,NA,1,NA,1,NA
2012Q2,S08000030,S08000024,NA,Lung,NA,9,NA,9,NA
2012Q2,S08000030,S08000024,NA,Urological,NA,1,NA,1,NA
2012Q2,S08000030,S08000030,NA,Breast,NA,106,NA,106,NA
2012Q2,S08000030,S08000030,NA,Cervical,NA,5,NA,5,NA
2012Q2,S08000030,S08000030,NA,Colorectal,NA,68,NA,68,NA
2012Q2,S08000030,S08000030,NA,Head & Neck,NA,26,NA,26,NA
2012Q2,S08000030,S08000030,NA,Lung,NA,69,NA,69,NA
2012Q2,S08000030,S08000030,NA,Lymphoma,NA,17,NA,17,NA
2012Q2,S08000030,S08000030,NA,Melanoma,NA,39,NA,36,NA
2012Q2,S08000030,S08000030,NA,Ovarian,NA,11,NA,11,NA
2012Q2,S08000030,S08000030,NA,Upper GI,NA,55,NA,54,NA
2012Q2,S08000030,S08000030,NA,Urological,NA,92,NA,88,NA
2012Q2,S08000031,S08000022,NA,Colorectal,NA,2,NA,2,NA
2012Q2,S08000031,S08000024,NA,Upper GI,NA,3,NA,2,NA
2012Q2,S08000031,S08000031,NA,Breast,NA,317,NA,316,NA
2012Q2,S08000031,S08000031,NA,Cervical,NA,4,NA,4,NA
2012Q2,S08000031,S08000031,NA,Colorectal,NA,218,NA,212,NA
2012Q2,S08000031,S08000031,NA,Head & Neck,NA,84,NA,82,NA
2012Q2,S08000031,S08000031,NA,Lung,NA,268,NA,266,NA
2012Q2,S08000031,S08000031,NA,Lymphoma,NA,55,NA,55,NA
2012Q2,S08000031,S08000031,NA,Melanoma,NA,86,NA,86,NA
2012Q2,S08000031,S08000031,NA,Ovarian,NA,10,NA,10,NA
2012Q2,S08000031,S08000031,NA,Upper GI,NA,124,NA,124,NA
2012Q2,S08000031,S08000031,NA,Urological,NA,261,NA,252,NA
2012Q2,S08000031,S08000032,NA,Breast,NA,8,NA,8,NA
2012Q2,S08000031,SB0801,NA,Lung,NA,46,NA,46,NA
2012Q2,S08000031,SB0801,NA,Urological,NA,1,NA,1,NA
2012Q2,S08000032,S08000024,NA,Upper GI,NA,1,NA,1,NA
2012Q2,S08000032,S08000031,NA,Breast,NA,2,NA,2,NA
2012Q2,S08000032,S08000031,NA,Cervical,NA,6,NA,6,NA
2012Q2,S08000032,S08000031,NA,Colorectal,NA,9,NA,9,NA
2012Q2,S08000032,S08000031,NA,Head & Neck,NA,10,NA,10,NA
2012Q2,S08000032,S08000031,NA,Lung,NA,27,NA,26,NA
2012Q2,S08000032,S08000031,NA,Melanoma,NA,6,NA,6,NA
2012Q2,S08000032,S08000031,NA,Ovarian,NA,3,NA,3,NA
2012Q2,S08000032,S08000031,NA,Upper GI,NA,10,NA,10,NA
2012Q2,S08000032,S08000031,NA,Urological,NA,2,NA,2,NA
2012Q2,S08000032,S08000032,NA,Breast,NA,83,NA,83,NA
2012Q2,S08000032,S08000032,NA,Cervical,NA,1,NA,1,NA
2012Q2,S08000032,S08000032,NA,Colorectal,NA,73,NA,72,NA
2012Q2,S08000032,S08000032,NA,Head & Neck,NA,20,NA,20,NA
2012Q2,S08000032,S08000032,NA,Lung,NA,68,NA,68,NA
2012Q2,S08000032,S08000032,NA,Lymphoma,NA,27,NA,27,NA
2012Q2,S08000032,S08000032,NA,Melanoma,NA,21,NA,20,NA
2012Q2,S08000032,S08000032,NA,Ovarian,NA,2,NA,2,NA
2012Q2,S08000032,S08000032,NA,Upper GI,NA,38,NA,38,NA
2012Q2,S08000032,S08000032,NA,Urological,NA,83,NA,81,NA
2012Q2,S08000032,SB0801,NA,Lung,NA,18,NA,18,NA
2012Q3,S08000015,S08000015,NA,Breast,NA,100,NA,100,NA
2012Q3,S08000015,S08000015,NA,Cervical,NA,6,NA,6,NA
2012Q3,S08000015,S08000015,NA,Colorectal,NA,52,NA,51,NA
2012Q3,S08000015,S08000015,NA,Head & Neck,NA,20,NA,20,NA
2012Q3,S08000015,S08000015,NA,Lung,NA,55,NA,55,NA
2012Q3,S08000015,S08000015,NA,Lymphoma,NA,12,NA,12,NA
2012Q3,S08000015,S08000015,NA,Melanoma,NA,26,NA,26,NA
2012Q3,S08000015,S08000015,NA,Ovarian,NA,11,NA,11,NA
2012Q3,S08000015,S08000015,NA,Upper GI,NA,22,NA,22,NA
2012Q3,S08000015,S08000015,NA,Urological,NA,66,NA,66,NA
2012Q3,S08000015,S08000017,NA,Breast,NA,2,NA,2,NA
2012Q3,S08000015,S08000019,NA,Urological,NA,1,NA,1,NA
2012Q3,S08000015,S08000024,NA,Upper GI,NA,1,NA,1,NA
2012Q3,S08000015,S08000031,NA,Breast,NA,3,NA,3,NA
2012Q3,S08000015,S08000031,NA,Colorectal,NA,8,NA,8,NA
2012Q3,S08000015,S08000031,NA,Head & Neck,NA,9,NA,9,NA
2012Q3,S08000015,S08000031,NA,Lung,NA,20,NA,20,NA
2012Q3,S08000015,S08000031,NA,Melanoma,NA,3,NA,3,NA
2012Q3,S08000015,S08000031,NA,Ovarian,NA,9,NA,9,NA
2012Q3,S08000015,S08000031,NA,Upper GI,NA,16,NA,16,NA
2012Q3,S08000015,S08000031,NA,Urological,NA,11,NA,7,NA
2012Q3,S08000015,SB0801,NA,Lung,NA,3,NA,3,NA
2012Q3,S08000016,S08000016,NA,Breast,NA,16,NA,16,NA
2012Q3,S08000016,S08000016,NA,Cervical,NA,1,NA,1,NA
2012Q3,S08000016,S08000016,NA,Colorectal,NA,17,NA,17,NA
2012Q3,S08000016,S08000016,NA,Head & Neck,NA,2,NA,2,NA
2012Q3,S08000016,S08000016,NA,Lung,NA,13,NA,13,NA
2012Q3,S08000016,S08000016,NA,Lymphoma,NA,9,NA,9,NA
2012Q3,S08000016,S08000016,NA,Melanoma,NA,2,NA,2,NA
2012Q3,S08000016,S08000016,NA,Ovarian,NA,6,NA,6,NA
2012Q3,S08000016,S08000016,NA,Upper GI,NA,11,NA,11,NA
2012Q3,S08000016,S08000016,NA,Urological,NA,31,NA,31,NA
2012Q3,S08000016,S08000024,NA,Breast,NA,1,NA,1,NA
2012Q3,S08000016,S08000024,NA,Cervical,NA,1,NA,1,NA
2012Q3,S08000016,S08000024,NA,Colorectal,NA,2,NA,2,NA
2012Q3,S08000016,S08000024,NA,Head & Neck,NA,5,NA,5,NA
2012Q3,S08000016,S08000024,NA,Lung,NA,5,NA,5,NA
2012Q3,S08000016,S08000024,NA,Lymphoma,NA,2,NA,2,NA
2012Q3,S08000016,S08000024,NA,Melanoma,NA,1,NA,1,NA
2012Q3,S08000016,S08000024,NA,Upper GI,NA,2,NA,2,NA
2012Q3,S08000016,S08000024,NA,Urological,NA,5,NA,5,NA
2012Q3,S08000017,S08000017,NA,Breast,NA,31,NA,31,NA
2012Q3,S08000017,S08000017,NA,Cervical,NA,3,NA,3,NA
2012Q3,S08000017,S08000017,NA,Colorectal,NA,35,NA,35,NA
2012Q3,S08000017,S08000017,NA,Head & Neck,NA,2,NA,2,NA
2012Q3,S08000017,S08000017,NA,Lung,NA,11,NA,11,NA
2012Q3,S08000017,S08000017,NA,Lymphoma,NA,9,NA,9,NA
2012Q3,S08000017,S08000017,NA,Melanoma,NA,13,NA,12,NA
2012Q3,S08000017,S08000017,NA,Ovarian,NA,4,NA,4,NA
2012Q3,S08000017,S08000017,NA,Upper GI,NA,16,NA,16,NA
2012Q3,S08000017,S08000017,NA,Urological,NA,39,NA,38,NA
2012Q3,S08000017,S08000024,NA,Cervical,NA,1,NA,1,NA
2012Q3,S08000017,S08000024,NA,Colorectal,NA,1,NA,1,NA
2012Q3,S08000017,S08000024,NA,Head & Neck,NA,4,NA,4,NA
2012Q3,S08000017,S08000024,NA,Lung,NA,4,NA,4,NA
2012Q3,S08000017,S08000024,NA,Melanoma,NA,1,NA,1,NA
2012Q3,S08000017,S08000024,NA,Ovarian,NA,1,NA,1,NA
2012Q3,S08000017,S08000024,NA,Upper GI,NA,4,NA,4,NA
2012Q3,S08000017,S08000024,NA,Urological,NA,10,NA,10,NA
2012Q3,S08000017,S08000031,NA,Lung,NA,1,NA,1,NA
2012Q3,S08000017,SB0801,NA,Lung,NA,3,NA,3,NA
2012Q3,S08000019,S08000019,NA,Breast,NA,44,NA,44,NA
2012Q3,S08000019,S08000019,NA,Cervical,NA,1,NA,1,NA
2012Q3,S08000019,S08000019,NA,Colorectal,NA,31,NA,28,NA
2012Q3,S08000019,S08000019,NA,Head & Neck,NA,13,NA,13,NA
2012Q3,S08000019,S08000019,NA,Lung,NA,37,NA,37,NA
2012Q3,S08000019,S08000019,NA,Lymphoma,NA,11,NA,11,NA
2012Q3,S08000019,S08000019,NA,Melanoma,NA,11,NA,11,NA
2012Q3,S08000019,S08000019,NA,Ovarian,NA,1,NA,1,NA
2012Q3,S08000019,S08000019,NA,Upper GI,NA,32,NA,32,NA
2012Q3,S08000019,S08000019,NA,Urological,NA,49,NA,45,NA
2012Q3,S08000019,S08000030,NA,Upper GI,NA,1,NA,1,NA
2012Q3,S08000019,S08000031,NA,Breast,NA,3,NA,3,NA
2012Q3,S08000019,S08000031,NA,Cervical,NA,2,NA,2,NA
2012Q3,S08000019,S08000031,NA,Colorectal,NA,9,NA,8,NA
2012Q3,S08000019,S08000031,NA,Head & Neck,NA,4,NA,4,NA
2012Q3,S08000019,S08000031,NA,Lung,NA,16,NA,16,NA
2012Q3,S08000019,S08000031,NA,Melanoma,NA,1,NA,1,NA
2012Q3,S08000019,S08000031,NA,Ovarian,NA,3,NA,3,NA
2012Q3,S08000019,S08000031,NA,Upper GI,NA,4,NA,4,NA
2012Q3,S08000019,S08000031,NA,Urological,NA,1,NA,1,NA
2012Q3,S08000019,SB0801,NA,Lung,NA,10,NA,10,NA
2012Q3,S08000020,S08000020,NA,Breast,NA,119,NA,119,NA
2012Q3,S08000020,S08000020,NA,Cervical,NA,5,NA,5,NA
2012Q3,S08000020,S08000020,NA,Colorectal,NA,101,NA,97,NA
2012Q3,S08000020,S08000020,NA,Head & Neck,NA,25,NA,23,NA
2012Q3,S08000020,S08000020,NA,Lung,NA,85,NA,85,NA
2012Q3,S08000020,S08000020,NA,Lymphoma,NA,22,NA,22,NA
2012Q3,S08000020,S08000020,NA,Melanoma,NA,27,NA,27,NA
2012Q3,S08000020,S08000020,NA,Ovarian,NA,8,NA,8,NA
2012Q3,S08000020,S08000020,NA,Upper GI,NA,37,NA,36,NA
2012Q3,S08000020,S08000020,NA,Urological,NA,107,NA,101,NA
2012Q3,S08000020,S08000022,NA,Head & Neck,NA,1,NA,1,NA
2012Q3,S08000020,S08000024,NA,Urological,NA,1,NA,1,NA
2012Q3,S08000020,S08000025,NA,Breast,NA,2,NA,2,NA
2012Q3,S08000020,S08000025,NA,Lymphoma,NA,1,NA,1,NA
2012Q3,S08000022,S08000020,NA,Ovarian,NA,1,NA,1,NA
2012Q3,S08000022,S08000022,NA,Breast,NA,75,NA,71,NA
2012Q3,S08000022,S08000022,NA,Colorectal,NA,37,NA,36,NA
2012Q3,S08000022,S08000022,NA,Head & Neck,NA,20,NA,17,NA
2012Q3,S08000022,S08000022,NA,Lung,NA,42,NA,42,NA
2012Q3,S08000022,S08000022,NA,Lymphoma,NA,15,NA,14,NA
2012Q3,S08000022,S08000022,NA,Melanoma,NA,40,NA,40,NA
2012Q3,S08000022,S08000022,NA,Ovarian,NA,8,NA,8,NA
2012Q3,S08000022,S08000022,NA,Upper GI,NA,31,NA,31,NA
2012Q3,S08000022,S08000022,NA,Urological,NA,59,NA,51,NA
2012Q3,S08000022,S08000024,NA,Urological,NA,2,NA,2,NA
2012Q3,S08000022,S08000031,NA,Breast,NA,1,NA,1,NA
2012Q3,S08000022,S08000031,NA,Colorectal,NA,2,NA,2,NA
2012Q3,S08000022,S08000031,NA,Lung,NA,4,NA,4,NA
2012Q3,S08000022,S08000031,NA,Lymphoma,NA,2,NA,2,NA
2012Q3,S08000022,S08000031,NA,Upper GI,NA,2,NA,2,NA
2012Q3,S08000022,S08000031,NA,Urological,NA,3,NA,3,NA
2012Q3,S08000022,SB0801,NA,Lung,NA,1,NA,1,NA
2012Q3,S08000024,S08000019,NA,Breast,NA,1,NA,1,NA
2012Q3,S08000024,S08000024,NA,Breast,NA,174,NA,174,NA
2012Q3,S08000024,S08000024,NA,Cervical,NA,11,NA,11,NA
2012Q3,S08000024,S08000024,NA,Colorectal,NA,104,NA,98,NA
2012Q3,S08000024,S08000024,NA,Head & Neck,NA,43,NA,43,NA
2012Q3,S08000024,S08000024,NA,Lung,NA,151,NA,149,NA
2012Q3,S08000024,S08000024,NA,Lymphoma,NA,49,NA,49,NA
2012Q3,S08000024,S08000024,NA,Melanoma,NA,45,NA,45,NA
2012Q3,S08000024,S08000024,NA,Ovarian,NA,23,NA,18,NA
2012Q3,S08000024,S08000024,NA,Upper GI,NA,76,NA,75,NA
2012Q3,S08000024,S08000024,NA,Urological,NA,154,NA,146,NA
2012Q3,S08000025,S08000020,NA,Colorectal,NA,1,NA,1,NA
2012Q3,S08000025,S08000020,NA,Lung,NA,2,NA,2,NA
2012Q3,S08000025,S08000020,NA,Lymphoma,NA,1,NA,1,NA
2012Q3,S08000025,S08000020,NA,Urological,NA,2,NA,2,NA
2012Q3,S08000025,S08000025,NA,Breast,NA,1,NA,1,NA
2012Q3,S08000025,S08000025,NA,Colorectal,NA,1,NA,1,NA
2012Q3,S08000026,S08000020,NA,Colorectal,NA,1,NA,1,NA
2012Q3,S08000026,S08000020,NA,Lung,NA,3,NA,3,NA
2012Q3,S08000026,S08000020,NA,Ovarian,NA,1,NA,1,NA
2012Q3,S08000026,S08000020,NA,Upper GI,NA,1,NA,1,NA
2012Q3,S08000026,S08000020,NA,Urological,NA,2,NA,2,NA
2012Q3,S08000026,S08000026,NA,Breast,NA,6,NA,6,NA
2012Q3,S08000026,S08000026,NA,Melanoma,NA,1,NA,1,NA
2012Q3,S08000026,S08000026,NA,Upper GI,NA,1,NA,1,NA
2012Q3,S08000028,S08000022,NA,Colorectal,NA,2,NA,1,NA
2012Q3,S08000028,S08000022,NA,Head & Neck,NA,3,NA,2,NA
2012Q3,S08000028,S08000022,NA,Lung,NA,2,NA,2,NA
2012Q3,S08000028,S08000022,NA,Urological,NA,1,NA,1,NA
2012Q3,S08000028,S08000028,NA,Colorectal,NA,4,NA,4,NA
2012Q3,S08000028,S08000028,NA,Lung,NA,2,NA,2,NA
2012Q3,S08000028,S08000028,NA,Melanoma,NA,1,NA,1,NA
2012Q3,S08000028,S08000028,NA,Urological,NA,3,NA,3,NA
2012Q3,S08000028,S08000031,NA,Cervical,NA,1,NA,1,NA
2012Q3,S08000028,S08000031,NA,Colorectal,NA,1,NA,1,NA
2012Q3,S08000029,S08000024,NA,Breast,NA,3,NA,3,NA
2012Q3,S08000029,S08000024,NA,Cervical,NA,3,NA,3,NA
2012Q3,S08000029,S08000024,NA,Colorectal,NA,4,NA,4,NA
2012Q3,S08000029,S08000024,NA,Head & Neck,NA,14,NA,13,NA
2012Q3,S08000029,S08000024,NA,Lung,NA,23,NA,23,NA
2012Q3,S08000029,S08000024,NA,Melanoma,NA,2,NA,2,NA
2012Q3,S08000029,S08000024,NA,Ovarian,NA,4,NA,4,NA
2012Q3,S08000029,S08000024,NA,Upper GI,NA,8,NA,8,NA
2012Q3,S08000029,S08000024,NA,Urological,NA,3,NA,3,NA
2012Q3,S08000029,S08000029,NA,Breast,NA,44,NA,44,NA
2012Q3,S08000029,S08000029,NA,Cervical,NA,1,NA,1,NA
2012Q3,S08000029,S08000029,NA,Colorectal,NA,58,NA,57,NA
2012Q3,S08000029,S08000029,NA,Head & Neck,NA,1,NA,1,NA
2012Q3,S08000029,S08000029,NA,Lung,NA,59,NA,59,NA
2012Q3,S08000029,S08000029,NA,Lymphoma,NA,10,NA,10,NA
2012Q3,S08000029,S08000029,NA,Melanoma,NA,15,NA,14,NA
2012Q3,S08000029,S08000029,NA,Ovarian,NA,6,NA,5,NA
2012Q3,S08000029,S08000029,NA,Upper GI,NA,35,NA,35,NA
2012Q3,S08000029,S08000029,NA,Urological,NA,88,NA,83,NA
2012Q3,S08000029,S08000030,NA,Lung,NA,4,NA,4,NA
2012Q3,S08000029,S08000030,NA,Melanoma,NA,5,NA,5,NA
2012Q3,S08000029,S08000030,NA,Urological,NA,1,NA,1,NA
2012Q3,S08000030,S08000024,NA,Lung,NA,2,NA,2,NA
2012Q3,S08000030,S08000029,NA,Lung,NA,4,NA,4,NA
2012Q3,S08000030,S08000030,NA,Breast,NA,103,NA,102,NA
2012Q3,S08000030,S08000030,NA,Cervical,NA,2,NA,2,NA
2012Q3,S08000030,S08000030,NA,Colorectal,NA,70,NA,70,NA
2012Q3,S08000030,S08000030,NA,Head & Neck,NA,25,NA,24,NA
2012Q3,S08000030,S08000030,NA,Lung,NA,68,NA,68,NA
2012Q3,S08000030,S08000030,NA,Lymphoma,NA,21,NA,21,NA
2012Q3,S08000030,S08000030,NA,Melanoma,NA,33,NA,29,NA
2012Q3,S08000030,S08000030,NA,Ovarian,NA,15,NA,15,NA
2012Q3,S08000030,S08000030,NA,Upper GI,NA,51,NA,51,NA
2012Q3,S08000030,S08000030,NA,Urological,NA,102,NA,96,NA
2012Q3,S08000031,S08000024,NA,Upper GI,NA,2,NA,2,NA
2012Q3,S08000031,S08000024,NA,Urological,NA,1,NA,1,NA
2012Q3,S08000031,S08000031,NA,Breast,NA,290,NA,288,NA
2012Q3,S08000031,S08000031,NA,Cervical,NA,8,NA,7,NA
2012Q3,S08000031,S08000031,NA,Colorectal,NA,193,NA,189,NA
2012Q3,S08000031,S08000031,NA,Head & Neck,NA,103,NA,99,NA
2012Q3,S08000031,S08000031,NA,Lung,NA,225,NA,223,NA
2012Q3,S08000031,S08000031,NA,Lymphoma,NA,54,NA,54,NA
2012Q3,S08000031,S08000031,NA,Melanoma,NA,54,NA,53,NA
2012Q3,S08000031,S08000031,NA,Ovarian,NA,4,NA,4,NA
2012Q3,S08000031,S08000031,NA,Upper GI,NA,150,NA,149,NA
2012Q3,S08000031,S08000031,NA,Urological,NA,279,NA,260,NA
2012Q3,S08000031,S08000032,NA,Breast,NA,3,NA,3,NA
2012Q3,S08000031,S08000032,NA,Colorectal,NA,1,NA,1,NA
2012Q3,S08000031,SB0801,NA,Lung,NA,55,NA,55,NA
2012Q3,S08000032,S08000031,NA,Cervical,NA,4,NA,3,NA
2012Q3,S08000032,S08000031,NA,Colorectal,NA,8,NA,8,NA
2012Q3,S08000032,S08000031,NA,Head & Neck,NA,5,NA,5,NA
2012Q3,S08000032,S08000031,NA,Lung,NA,27,NA,26,NA
2012Q3,S08000032,S08000031,NA,Lymphoma,NA,1,NA,1,NA
2012Q3,S08000032,S08000031,NA,Melanoma,NA,7,NA,6,NA
2012Q3,S08000032,S08000031,NA,Ovarian,NA,5,NA,5,NA
2012Q3,S08000032,S08000031,NA,Upper GI,NA,16,NA,15,NA
2012Q3,S08000032,S08000031,NA,Urological,NA,2,NA,2,NA
2012Q3,S08000032,S08000032,NA,Breast,NA,73,NA,73,NA
2012Q3,S08000032,S08000032,NA,Cervical,NA,5,NA,5,NA
2012Q3,S08000032,S08000032,NA,Colorectal,NA,60,NA,60,NA
2012Q3,S08000032,S08000032,NA,Head & Neck,NA,13,NA,13,NA
2012Q3,S08000032,S08000032,NA,Lung,NA,52,NA,52,NA
2012Q3,S08000032,S08000032,NA,Lymphoma,NA,24,NA,24,NA
2012Q3,S08000032,S08000032,NA,Melanoma,NA,22,NA,20,NA
2012Q3,S08000032,S08000032,NA,Ovarian,NA,7,NA,7,NA
2012Q3,S08000032,S08000032,NA,Upper GI,NA,43,NA,43,NA
2012Q3,S08000032,S08000032,NA,Urological,NA,81,NA,76,NA
2012Q3,S08000032,SB0801,NA,Lung,NA,17,NA,17,NA
2012Q4,S08000015,S08000015,NA,Breast,NA,84,NA,84,NA
2012Q4,S08000015,S08000015,NA,Cervical,NA,2,NA,2,NA
2012Q4,S08000015,S08000015,NA,Colorectal,NA,73,NA,70,NA
2012Q4,S08000015,S08000015,NA,Head & Neck,NA,11,NA,10,NA
2012Q4,S08000015,S08000015,NA,Lung,NA,50,NA,50,NA
2012Q4,S08000015,S08000015,NA,Lymphoma,NA,5,NA,5,NA
2012Q4,S08000015,S08000015,NA,Melanoma,NA,15,NA,15,NA
2012Q4,S08000015,S08000015,NA,Ovarian,NA,2,NA,2,NA
2012Q4,S08000015,S08000015,NA,Upper GI,NA,29,NA,29,NA
2012Q4,S08000015,S08000015,NA,Urological,NA,88,NA,88,NA
2012Q4,S08000015,S08000017,NA,Breast,NA,4,NA,4,NA
2012Q4,S08000015,S08000031,NA,Breast,NA,2,NA,1,NA
2012Q4,S08000015,S08000031,NA,Colorectal,NA,7,NA,6,NA
2012Q4,S08000015,S08000031,NA,Head & Neck,NA,5,NA,5,NA
2012Q4,S08000015,S08000031,NA,Lung,NA,20,NA,20,NA
2012Q4,S08000015,S08000031,NA,Melanoma,NA,1,NA,1,NA
2012Q4,S08000015,S08000031,NA,Ovarian,NA,2,NA,2,NA
2012Q4,S08000015,S08000031,NA,Upper GI,NA,19,NA,19,NA
2012Q4,S08000015,S08000031,NA,Urological,NA,10,NA,9,NA
2012Q4,S08000015,SB0801,NA,Lung,NA,12,NA,12,NA
2012Q4,S08000016,S08000016,NA,Breast,NA,23,NA,23,NA
2012Q4,S08000016,S08000016,NA,Cervical,NA,1,NA,1,NA
2012Q4,S08000016,S08000016,NA,Colorectal,NA,15,NA,15,NA
2012Q4,S08000016,S08000016,NA,Lung,NA,12,NA,12,NA
2012Q4,S08000016,S08000016,NA,Lymphoma,NA,17,NA,17,NA
2012Q4,S08000016,S08000016,NA,Melanoma,NA,5,NA,5,NA
2012Q4,S08000016,S08000016,NA,Ovarian,NA,6,NA,6,NA
2012Q4,S08000016,S08000016,NA,Upper GI,NA,13,NA,13,NA
2012Q4,S08000016,S08000016,NA,Urological,NA,14,NA,14,NA
2012Q4,S08000016,S08000024,NA,Breast,NA,1,NA,1,NA
2012Q4,S08000016,S08000024,NA,Colorectal,NA,2,NA,2,NA
2012Q4,S08000016,S08000024,NA,Head & Neck,NA,3,NA,3,NA
2012Q4,S08000016,S08000024,NA,Lung,NA,9,NA,9,NA
2012Q4,S08000016,S08000024,NA,Lymphoma,NA,1,NA,1,NA
2012Q4,S08000016,S08000024,NA,Ovarian,NA,1,NA,1,NA
2012Q4,S08000016,S08000024,NA,Upper GI,NA,4,NA,4,NA
2012Q4,S08000016,S08000024,NA,Urological,NA,1,NA,1,NA
2012Q4,S08000017,S08000017,NA,Breast,NA,21,NA,21,NA
2012Q4,S08000017,S08000017,NA,Cervical,NA,2,NA,2,NA
2012Q4,S08000017,S08000017,NA,Colorectal,NA,32,NA,32,NA
2012Q4,S08000017,S08000017,NA,Head & Neck,NA,5,NA,5,NA
2012Q4,S08000017,S08000017,NA,Lung,NA,23,NA,23,NA
2012Q4,S08000017,S08000017,NA,Lymphoma,NA,4,NA,4,NA
2012Q4,S08000017,S08000017,NA,Melanoma,NA,6,NA,6,NA
2012Q4,S08000017,S08000017,NA,Ovarian,NA,2,NA,2,NA
2012Q4,S08000017,S08000017,NA,Upper GI,NA,13,NA,12,NA
2012Q4,S08000017,S08000017,NA,Urological,NA,37,NA,35,NA
2012Q4,S08000017,S08000024,NA,Breast,NA,2,NA,2,NA
2012Q4,S08000017,S08000024,NA,Colorectal,NA,2,NA,2,NA
2012Q4,S08000017,S08000024,NA,Head & Neck,NA,3,NA,3,NA
2012Q4,S08000017,S08000024,NA,Lung,NA,3,NA,3,NA
2012Q4,S08000017,S08000024,NA,Ovarian,NA,2,NA,2,NA
2012Q4,S08000017,S08000024,NA,Upper GI,NA,2,NA,2,NA
2012Q4,S08000017,S08000024,NA,Urological,NA,11,NA,11,NA
2012Q4,S08000017,S08000031,NA,Head & Neck,NA,3,NA,3,NA
2012Q4,S08000017,SB0801,NA,Lung,NA,5,NA,5,NA
2012Q4,S08000019,S08000019,NA,Breast,NA,42,NA,42,NA
2012Q4,S08000019,S08000019,NA,Colorectal,NA,48,NA,46,NA
2012Q4,S08000019,S08000019,NA,Head & Neck,NA,10,NA,10,NA
2012Q4,S08000019,S08000019,NA,Lung,NA,28,NA,28,NA
2012Q4,S08000019,S08000019,NA,Lymphoma,NA,12,NA,12,NA
2012Q4,S08000019,S08000019,NA,Melanoma,NA,15,NA,15,NA
2012Q4,S08000019,S08000019,NA,Ovarian,NA,3,NA,3,NA
2012Q4,S08000019,S08000019,NA,Upper GI,NA,25,NA,25,NA
2012Q4,S08000019,S08000019,NA,Urological,NA,45,NA,45,NA
2012Q4,S08000019,S08000024,NA,Upper GI,NA,2,NA,2,NA
2012Q4,S08000019,S08000031,NA,Cervical,NA,3,NA,2,NA
2012Q4,S08000019,S08000031,NA,Colorectal,NA,4,NA,3,NA
2012Q4,S08000019,S08000031,NA,Head & Neck,NA,9,NA,9,NA
2012Q4,S08000019,S08000031,NA,Lung,NA,21,NA,21,NA
2012Q4,S08000019,S08000031,NA,Lymphoma,NA,1,NA,1,NA
2012Q4,S08000019,S08000031,NA,Ovarian,NA,4,NA,4,NA
2012Q4,S08000019,S08000031,NA,Upper GI,NA,9,NA,9,NA
2012Q4,S08000019,S08000031,NA,Urological,NA,1,NA,1,NA
2012Q4,S08000019,SB0801,NA,Lung,NA,10,NA,10,NA
2012Q4,S08000020,S08000020,NA,Breast,NA,123,NA,123,NA
2012Q4,S08000020,S08000020,NA,Cervical,NA,5,NA,5,NA
2012Q4,S08000020,S08000020,NA,Colorectal,NA,75,NA,75,NA
2012Q4,S08000020,S08000020,NA,Head & Neck,NA,22,NA,21,NA
2012Q4,S08000020,S08000020,NA,Lung,NA,74,NA,74,NA
