Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2012Q2,S08000031,NA,SB0801,Urological,NA,1,NA,1,NA
2012Q2,S08000032,NA,S08000031,Cervical,NA,3,NA,3,NA
2012Q2,S08000032,NA,S08000031,Colorectal,NA,5,NA,4,NA
2012Q2,S08000032,NA,S08000031,Head & Neck,NA,4,NA,4,NA
2012Q2,S08000032,NA,S08000031,Lung,NA,16,NA,16,NA
2012Q2,S08000032,NA,S08000031,Melanoma,NA,5,NA,4,NA
2012Q2,S08000032,NA,S08000031,Ovarian,NA,3,NA,3,NA
2012Q2,S08000032,NA,S08000031,Upper GI,NA,6,NA,6,NA
2012Q2,S08000032,NA,S08000031,Urological,NA,1,NA,1,NA
2012Q2,S08000032,NA,S08000032,Breast,NA,58,NA,58,NA
2012Q2,S08000032,NA,S08000032,Cervical,NA,1,NA,1,NA
2012Q2,S08000032,NA,S08000032,Colorectal,NA,48,NA,44,NA
2012Q2,S08000032,NA,S08000032,Head & Neck,NA,10,NA,10,NA
2012Q2,S08000032,NA,S08000032,Lung,NA,50,NA,50,NA
2012Q2,S08000032,NA,S08000032,Lymphoma,NA,8,NA,8,NA
2012Q2,S08000032,NA,S08000032,Melanoma,NA,10,NA,10,NA
2012Q2,S08000032,NA,S08000032,Ovarian,NA,1,NA,1,NA
2012Q2,S08000032,NA,S08000032,Upper GI,NA,24,NA,24,NA
2012Q2,S08000032,NA,S08000032,Urological,NA,31,NA,29,NA
2012Q2,S08000032,NA,SB0801,Lung,NA,8,NA,8,NA
2012Q3,S08000015,NA,S08000015,Breast,NA,79,NA,79,NA
2012Q3,S08000015,NA,S08000015,Cervical,NA,5,NA,4,NA
2012Q3,S08000015,NA,S08000015,Colorectal,NA,26,NA,22,NA
2012Q3,S08000015,NA,S08000015,Head & Neck,NA,3,NA,3,NA
2012Q3,S08000015,NA,S08000015,Lung,NA,33,NA,33,NA
2012Q3,S08000015,NA,S08000015,Lymphoma,NA,5,NA,5,NA
2012Q3,S08000015,NA,S08000015,Melanoma,NA,7,NA,7,NA
2012Q3,S08000015,NA,S08000015,Ovarian,NA,6,NA,6,NA
2012Q3,S08000015,NA,S08000015,Upper GI,NA,17,NA,17,NA
2012Q3,S08000015,NA,S08000015,Urological,NA,20,NA,19,NA
2012Q3,S08000015,NA,S08000017,Breast,NA,2,NA,2,NA
2012Q3,S08000015,NA,S08000031,Breast,NA,1,NA,1,NA
2012Q3,S08000015,NA,S08000031,Colorectal,NA,3,NA,2,NA
2012Q3,S08000015,NA,S08000031,Head & Neck,NA,3,NA,2,NA
2012Q3,S08000015,NA,S08000031,Lung,NA,14,NA,14,NA
2012Q3,S08000015,NA,S08000031,Melanoma,NA,1,NA,1,NA
2012Q3,S08000015,NA,S08000031,Ovarian,NA,6,NA,6,NA
2012Q3,S08000015,NA,S08000031,Upper GI,NA,5,NA,4,NA
2012Q3,S08000015,NA,S08000031,Urological,NA,1,NA,1,NA
2012Q3,S08000015,NA,SB0801,Lung,NA,2,NA,1,NA
2012Q3,S08000016,NA,S08000016,Breast,NA,11,NA,11,NA
2012Q3,S08000016,NA,S08000016,Colorectal,NA,12,NA,12,NA
2012Q3,S08000016,NA,S08000016,Head & Neck,NA,2,NA,2,NA
2012Q3,S08000016,NA,S08000016,Lung,NA,8,NA,8,NA
2012Q3,S08000016,NA,S08000016,Lymphoma,NA,6,NA,6,NA
2012Q3,S08000016,NA,S08000016,Ovarian,NA,3,NA,3,NA
2012Q3,S08000016,NA,S08000016,Upper GI,NA,6,NA,6,NA
2012Q3,S08000016,NA,S08000016,Urological,NA,18,NA,18,NA
2012Q3,S08000016,NA,S08000024,Cervical,NA,1,NA,1,NA
2012Q3,S08000016,NA,S08000024,Colorectal,NA,2,NA,1,NA
2012Q3,S08000016,NA,S08000024,Head & Neck,NA,2,NA,2,NA
2012Q3,S08000016,NA,S08000024,Lung,NA,1,NA,1,NA
2012Q3,S08000016,NA,S08000024,Upper GI,NA,1,NA,1,NA
2012Q3,S08000016,NA,S08000024,Urological,NA,1,NA,1,NA
2012Q3,S08000017,NA,S08000017,Breast,NA,23,NA,23,NA
2012Q3,S08000017,NA,S08000017,Cervical,NA,1,NA,1,NA
2012Q3,S08000017,NA,S08000017,Colorectal,NA,22,NA,21,NA
2012Q3,S08000017,NA,S08000017,Head & Neck,NA,1,NA,1,NA
2012Q3,S08000017,NA,S08000017,Lung,NA,8,NA,7,NA
2012Q3,S08000017,NA,S08000017,Lymphoma,NA,5,NA,5,NA
2012Q3,S08000017,NA,S08000017,Melanoma,NA,7,NA,7,NA
2012Q3,S08000017,NA,S08000017,Ovarian,NA,2,NA,2,NA
2012Q3,S08000017,NA,S08000017,Upper GI,NA,12,NA,12,NA
2012Q3,S08000017,NA,S08000017,Urological,NA,22,NA,21,NA
2012Q3,S08000017,NA,S08000024,Cervical,NA,1,NA,0,NA
2012Q3,S08000017,NA,S08000024,Colorectal,NA,1,NA,1,NA
2012Q3,S08000017,NA,S08000024,Head & Neck,NA,3,NA,3,NA
2012Q3,S08000017,NA,S08000024,Lung,NA,3,NA,3,NA
2012Q3,S08000017,NA,S08000024,Ovarian,NA,1,NA,1,NA
2012Q3,S08000017,NA,S08000024,Upper GI,NA,3,NA,3,NA
2012Q3,S08000017,NA,S08000024,Urological,NA,4,NA,4,NA
2012Q3,S08000017,NA,S08000031,Lung,NA,1,NA,1,NA
2012Q3,S08000017,NA,SB0801,Lung,NA,2,NA,2,NA
2012Q3,S08000019,NA,S08000019,Breast,NA,32,NA,31,NA
2012Q3,S08000019,NA,S08000019,Cervical,NA,1,NA,1,NA
2012Q3,S08000019,NA,S08000019,Colorectal,NA,18,NA,16,NA
2012Q3,S08000019,NA,S08000019,Head & Neck,NA,6,NA,6,NA
2012Q3,S08000019,NA,S08000019,Lung,NA,31,NA,31,NA
2012Q3,S08000019,NA,S08000019,Lymphoma,NA,4,NA,4,NA
2012Q3,S08000019,NA,S08000019,Melanoma,NA,8,NA,8,NA
2012Q3,S08000019,NA,S08000019,Ovarian,NA,1,NA,1,NA
2012Q3,S08000019,NA,S08000019,Upper GI,NA,25,NA,25,NA
2012Q3,S08000019,NA,S08000019,Urological,NA,29,NA,25,NA
2012Q3,S08000019,NA,S08000030,Upper GI,NA,1,NA,1,NA
2012Q3,S08000019,NA,S08000031,Breast,NA,2,NA,1,NA
2012Q3,S08000019,NA,S08000031,Cervical,NA,1,NA,1,NA
2012Q3,S08000019,NA,S08000031,Colorectal,NA,5,NA,3,NA
2012Q3,S08000019,NA,S08000031,Head & Neck,NA,3,NA,1,NA
2012Q3,S08000019,NA,S08000031,Lung,NA,11,NA,10,NA
2012Q3,S08000019,NA,S08000031,Melanoma,NA,1,NA,1,NA
2012Q3,S08000019,NA,S08000031,Ovarian,NA,2,NA,2,NA
2012Q3,S08000019,NA,S08000031,Upper GI,NA,3,NA,3,NA
2012Q3,S08000019,NA,S08000031,Urological,NA,1,NA,1,NA
2012Q3,S08000019,NA,SB0801,Lung,NA,4,NA,4,NA
2012Q3,S08000020,NA,S08000020,Breast,NA,86,NA,85,NA
2012Q3,S08000020,NA,S08000020,Cervical,NA,5,NA,5,NA
2012Q3,S08000020,NA,S08000020,Colorectal,NA,62,NA,45,NA
2012Q3,S08000020,NA,S08000020,Head & Neck,NA,8,NA,7,NA
2012Q3,S08000020,NA,S08000020,Lung,NA,65,NA,58,NA
2012Q3,S08000020,NA,S08000020,Lymphoma,NA,10,NA,7,NA
2012Q3,S08000020,NA,S08000020,Melanoma,NA,9,NA,9,NA
2012Q3,S08000020,NA,S08000020,Ovarian,NA,3,NA,3,NA
2012Q3,S08000020,NA,S08000020,Upper GI,NA,24,NA,22,NA
2012Q3,S08000020,NA,S08000020,Urological,NA,36,NA,32,NA
2012Q3,S08000020,NA,S08000024,Urological,NA,1,NA,0,NA
2012Q3,S08000020,NA,S08000025,Breast,NA,2,NA,2,NA
2012Q3,S08000022,NA,S08000022,Breast,NA,56,NA,56,NA
2012Q3,S08000022,NA,S08000022,Colorectal,NA,22,NA,21,NA
2012Q3,S08000022,NA,S08000022,Head & Neck,NA,8,NA,8,NA
2012Q3,S08000022,NA,S08000022,Lung,NA,32,NA,32,NA
2012Q3,S08000022,NA,S08000022,Lymphoma,NA,10,NA,9,NA
2012Q3,S08000022,NA,S08000022,Melanoma,NA,19,NA,19,NA
2012Q3,S08000022,NA,S08000022,Ovarian,NA,4,NA,4,NA
2012Q3,S08000022,NA,S08000022,Upper GI,NA,16,NA,13,NA
2012Q3,S08000022,NA,S08000022,Urological,NA,20,NA,19,NA
2012Q3,S08000022,NA,S08000024,Urological,NA,2,NA,2,NA
2012Q3,S08000022,NA,S08000031,Lung,NA,4,NA,3,NA
2012Q3,S08000022,NA,S08000031,Lymphoma,NA,2,NA,2,NA
2012Q3,S08000022,NA,S08000031,Upper GI,NA,1,NA,1,NA
2012Q3,S08000022,NA,S08000031,Urological,NA,2,NA,2,NA
2012Q3,S08000022,NA,SB0801,Lung,NA,1,NA,1,NA
2012Q3,S08000024,NA,S08000019,Breast,NA,1,NA,1,NA
2012Q3,S08000024,NA,S08000024,Breast,NA,142,NA,142,NA
2012Q3,S08000024,NA,S08000024,Cervical,NA,10,NA,9,NA
2012Q3,S08000024,NA,S08000024,Colorectal,NA,93,NA,74,NA
2012Q3,S08000024,NA,S08000024,Head & Neck,NA,18,NA,14,NA
2012Q3,S08000024,NA,S08000024,Lung,NA,83,NA,79,NA
2012Q3,S08000024,NA,S08000024,Lymphoma,NA,22,NA,21,NA
2012Q3,S08000024,NA,S08000024,Melanoma,NA,19,NA,19,NA
2012Q3,S08000024,NA,S08000024,Ovarian,NA,10,NA,10,NA
2012Q3,S08000024,NA,S08000024,Upper GI,NA,42,NA,41,NA
2012Q3,S08000024,NA,S08000024,Urological,NA,80,NA,66,NA
2012Q3,S08000025,NA,S08000020,Lung,NA,1,NA,1,NA
2012Q3,S08000025,NA,S08000020,Lymphoma,NA,1,NA,0,NA
2012Q3,S08000025,NA,S08000020,Urological,NA,2,NA,2,NA
2012Q3,S08000025,NA,S08000025,Colorectal,NA,1,NA,1,NA
2012Q3,S08000026,NA,S08000020,Colorectal,NA,1,NA,1,NA
2012Q3,S08000026,NA,S08000020,Lung,NA,3,NA,3,NA
2012Q3,S08000026,NA,S08000020,Ovarian,NA,1,NA,1,NA
2012Q3,S08000026,NA,S08000020,Upper GI,NA,1,NA,1,NA
2012Q3,S08000026,NA,S08000026,Breast,NA,5,NA,5,NA
2012Q3,S08000026,NA,S08000026,Upper GI,NA,1,NA,1,NA
2012Q3,S08000028,NA,S08000022,Colorectal,NA,2,NA,2,NA
2012Q3,S08000028,NA,S08000022,Head & Neck,NA,1,NA,1,NA
2012Q3,S08000028,NA,S08000022,Lung,NA,2,NA,2,NA
2012Q3,S08000028,NA,S08000028,Colorectal,NA,4,NA,4,NA
2012Q3,S08000028,NA,S08000028,Lung,NA,2,NA,2,NA
2012Q3,S08000028,NA,S08000028,Urological,NA,2,NA,2,NA
2012Q3,S08000028,NA,S08000031,Cervical,NA,1,NA,1,NA
2012Q3,S08000029,NA,S08000024,Breast,NA,2,NA,2,NA
2012Q3,S08000029,NA,S08000024,Cervical,NA,1,NA,0,NA
2012Q3,S08000029,NA,S08000024,Colorectal,NA,2,NA,2,NA
2012Q3,S08000029,NA,S08000024,Head & Neck,NA,3,NA,2,NA
2012Q3,S08000029,NA,S08000024,Lung,NA,19,NA,12,NA
2012Q3,S08000029,NA,S08000024,Ovarian,NA,3,NA,3,NA
2012Q3,S08000029,NA,S08000024,Upper GI,NA,5,NA,4,NA
2012Q3,S08000029,NA,S08000024,Urological,NA,1,NA,1,NA
2012Q3,S08000029,NA,S08000029,Breast,NA,22,NA,22,NA
2012Q3,S08000029,NA,S08000029,Cervical,NA,1,NA,1,NA
2012Q3,S08000029,NA,S08000029,Colorectal,NA,33,NA,31,NA
2012Q3,S08000029,NA,S08000029,Head & Neck,NA,1,NA,1,NA
2012Q3,S08000029,NA,S08000029,Lung,NA,45,NA,43,NA
2012Q3,S08000029,NA,S08000029,Lymphoma,NA,5,NA,5,NA
2012Q3,S08000029,NA,S08000029,Melanoma,NA,4,NA,4,NA
2012Q3,S08000029,NA,S08000029,Ovarian,NA,5,NA,5,NA
2012Q3,S08000029,NA,S08000029,Upper GI,NA,23,NA,23,NA
2012Q3,S08000029,NA,S08000029,Urological,NA,36,NA,35,NA
2012Q3,S08000029,NA,S08000030,Lung,NA,3,NA,1,NA
2012Q3,S08000029,NA,S08000030,Melanoma,NA,2,NA,1,NA
2012Q3,S08000030,NA,S08000024,Lung,NA,1,NA,0,NA
2012Q3,S08000030,NA,S08000029,Lung,NA,1,NA,1,NA
2012Q3,S08000030,NA,S08000030,Breast,NA,45,NA,45,NA
2012Q3,S08000030,NA,S08000030,Colorectal,NA,35,NA,33,NA
2012Q3,S08000030,NA,S08000030,Head & Neck,NA,5,NA,5,NA
2012Q3,S08000030,NA,S08000030,Lung,NA,42,NA,39,NA
2012Q3,S08000030,NA,S08000030,Lymphoma,NA,3,NA,3,NA
2012Q3,S08000030,NA,S08000030,Melanoma,NA,12,NA,12,NA
2012Q3,S08000030,NA,S08000030,Ovarian,NA,7,NA,7,NA
2012Q3,S08000030,NA,S08000030,Upper GI,NA,23,NA,23,NA
2012Q3,S08000030,NA,S08000030,Urological,NA,32,NA,30,NA
2012Q3,S08000031,NA,S08000024,Upper GI,NA,1,NA,1,NA
2012Q3,S08000031,NA,S08000024,Urological,NA,1,NA,1,NA
2012Q3,S08000031,NA,S08000031,Breast,NA,204,NA,204,NA
2012Q3,S08000031,NA,S08000031,Cervical,NA,3,NA,3,NA
2012Q3,S08000031,NA,S08000031,Colorectal,NA,105,NA,98,NA
2012Q3,S08000031,NA,S08000031,Head & Neck,NA,43,NA,40,NA
2012Q3,S08000031,NA,S08000031,Lung,NA,119,NA,115,NA
2012Q3,S08000031,NA,S08000031,Lymphoma,NA,16,NA,16,NA
2012Q3,S08000031,NA,S08000031,Melanoma,NA,28,NA,26,NA
2012Q3,S08000031,NA,S08000031,Ovarian,NA,3,NA,3,NA
2012Q3,S08000031,NA,S08000031,Upper GI,NA,78,NA,73,NA
2012Q3,S08000031,NA,S08000031,Urological,NA,106,NA,96,NA
2012Q3,S08000031,NA,S08000032,Breast,NA,3,NA,3,NA
2012Q3,S08000031,NA,SB0801,Lung,NA,18,NA,13,NA
2012Q3,S08000032,NA,S08000031,Cervical,NA,2,NA,2,NA
2012Q3,S08000032,NA,S08000031,Colorectal,NA,4,NA,3,NA
2012Q3,S08000032,NA,S08000031,Head & Neck,NA,2,NA,2,NA
2012Q3,S08000032,NA,S08000031,Lung,NA,10,NA,10,NA
2012Q3,S08000032,NA,S08000031,Melanoma,NA,2,NA,1,NA
2012Q3,S08000032,NA,S08000031,Ovarian,NA,2,NA,2,NA
2012Q3,S08000032,NA,S08000031,Upper GI,NA,7,NA,4,NA
2012Q3,S08000032,NA,S08000032,Breast,NA,42,NA,42,NA
2012Q3,S08000032,NA,S08000032,Cervical,NA,4,NA,4,NA
2012Q3,S08000032,NA,S08000032,Colorectal,NA,39,NA,39,NA
2012Q3,S08000032,NA,S08000032,Head & Neck,NA,5,NA,5,NA
2012Q3,S08000032,NA,S08000032,Lung,NA,30,NA,30,NA
2012Q3,S08000032,NA,S08000032,Lymphoma,NA,8,NA,8,NA
2012Q3,S08000032,NA,S08000032,Melanoma,NA,12,NA,11,NA
2012Q3,S08000032,NA,S08000032,Ovarian,NA,5,NA,5,NA
2012Q3,S08000032,NA,S08000032,Upper GI,NA,30,NA,30,NA
2012Q3,S08000032,NA,S08000032,Urological,NA,29,NA,28,NA
2012Q3,S08000032,NA,SB0801,Lung,NA,7,NA,7,NA
2012Q4,S08000015,NA,S08000015,Breast,NA,70,NA,70,NA
2012Q4,S08000015,NA,S08000015,Cervical,NA,1,NA,1,NA
2012Q4,S08000015,NA,S08000015,Colorectal,NA,50,NA,45,NA
2012Q4,S08000015,NA,S08000015,Head & Neck,NA,6,NA,6,NA
2012Q4,S08000015,NA,S08000015,Lung,NA,40,NA,39,NA
2012Q4,S08000015,NA,S08000015,Lymphoma,NA,4,NA,3,NA
2012Q4,S08000015,NA,S08000015,Melanoma,NA,6,NA,6,NA
2012Q4,S08000015,NA,S08000015,Ovarian,NA,2,NA,2,NA
2012Q4,S08000015,NA,S08000015,Upper GI,NA,17,NA,17,NA
2012Q4,S08000015,NA,S08000015,Urological,NA,24,NA,23,NA
2012Q4,S08000015,NA,S08000017,Breast,NA,4,NA,4,NA
2012Q4,S08000015,NA,S08000031,Breast,NA,1,NA,1,NA
2012Q4,S08000015,NA,S08000031,Colorectal,NA,4,NA,2,NA
2012Q4,S08000015,NA,S08000031,Head & Neck,NA,2,NA,2,NA
2012Q4,S08000015,NA,S08000031,Lung,NA,13,NA,13,NA
2012Q4,S08000015,NA,S08000031,Melanoma,NA,1,NA,1,NA
2012Q4,S08000015,NA,S08000031,Ovarian,NA,1,NA,1,NA
2012Q4,S08000015,NA,S08000031,Upper GI,NA,6,NA,5,NA
2012Q4,S08000015,NA,SB0801,Lung,NA,6,NA,4,NA
2012Q4,S08000016,NA,S08000016,Breast,NA,15,NA,15,NA
2012Q4,S08000016,NA,S08000016,Cervical,NA,1,NA,1,NA
2012Q4,S08000016,NA,S08000016,Colorectal,NA,7,NA,7,NA
2012Q4,S08000016,NA,S08000016,Lung,NA,8,NA,8,NA
2012Q4,S08000016,NA,S08000016,Lymphoma,NA,4,NA,4,NA
2012Q4,S08000016,NA,S08000016,Melanoma,NA,5,NA,5,NA
2012Q4,S08000016,NA,S08000016,Ovarian,NA,5,NA,5,NA
2012Q4,S08000016,NA,S08000016,Upper GI,NA,8,NA,8,NA
2012Q4,S08000016,NA,S08000016,Urological,NA,11,NA,11,NA
2012Q4,S08000016,NA,S08000024,Lung,NA,2,NA,2,NA
2012Q4,S08000016,NA,S08000024,Upper GI,NA,2,NA,2,NA
2012Q4,S08000016,NA,S08000024,Urological,NA,1,NA,1,NA
2012Q4,S08000017,NA,S08000017,Breast,NA,13,NA,13,NA
2012Q4,S08000017,NA,S08000017,Cervical,NA,1,NA,1,NA
2012Q4,S08000017,NA,S08000017,Colorectal,NA,15,NA,14,NA
2012Q4,S08000017,NA,S08000017,Head & Neck,NA,2,NA,2,NA
2012Q4,S08000017,NA,S08000017,Lung,NA,10,NA,10,NA
2012Q4,S08000017,NA,S08000017,Lymphoma,NA,2,NA,2,NA
2012Q4,S08000017,NA,S08000017,Melanoma,NA,3,NA,3,NA
2012Q4,S08000017,NA,S08000017,Ovarian,NA,1,NA,1,NA
2012Q4,S08000017,NA,S08000017,Upper GI,NA,6,NA,6,NA
2012Q4,S08000017,NA,S08000017,Urological,NA,14,NA,14,NA
2012Q4,S08000017,NA,S08000024,Breast,NA,2,NA,2,NA
2012Q4,S08000017,NA,S08000024,Colorectal,NA,2,NA,1,NA
2012Q4,S08000017,NA,S08000024,Lung,NA,1,NA,1,NA
2012Q4,S08000017,NA,S08000024,Ovarian,NA,2,NA,2,NA
2012Q4,S08000017,NA,S08000024,Upper GI,NA,1,NA,1,NA
2012Q4,S08000017,NA,S08000024,Urological,NA,3,NA,1,NA
2012Q4,S08000017,NA,S08000031,Head & Neck,NA,2,NA,2,NA
2012Q4,S08000017,NA,SB0801,Lung,NA,1,NA,1,NA
2012Q4,S08000019,NA,S08000019,Breast,NA,32,NA,32,NA
2012Q4,S08000019,NA,S08000019,Colorectal,NA,32,NA,31,NA
2012Q4,S08000019,NA,S08000019,Head & Neck,NA,3,NA,3,NA
2012Q4,S08000019,NA,S08000019,Lung,NA,20,NA,20,NA
2012Q4,S08000019,NA,S08000019,Lymphoma,NA,7,NA,7,NA
2012Q4,S08000019,NA,S08000019,Melanoma,NA,8,NA,7,NA
2012Q4,S08000019,NA,S08000019,Ovarian,NA,2,NA,2,NA
2012Q4,S08000019,NA,S08000019,Upper GI,NA,19,NA,19,NA
2012Q4,S08000019,NA,S08000019,Urological,NA,26,NA,25,NA
2012Q4,S08000019,NA,S08000024,Upper GI,NA,1,NA,1,NA
2012Q4,S08000019,NA,S08000031,Cervical,NA,1,NA,1,NA
2012Q4,S08000019,NA,S08000031,Colorectal,NA,4,NA,2,NA
2012Q4,S08000019,NA,S08000031,Head & Neck,NA,6,NA,5,NA
2012Q4,S08000019,NA,S08000031,Lung,NA,16,NA,15,NA
2012Q4,S08000019,NA,S08000031,Ovarian,NA,1,NA,1,NA
2012Q4,S08000019,NA,S08000031,Upper GI,NA,4,NA,4,NA
2012Q4,S08000019,NA,SB0801,Lung,NA,6,NA,6,NA
2012Q4,S08000020,NA,S08000020,Breast,NA,87,NA,87,NA
2012Q4,S08000020,NA,S08000020,Cervical,NA,4,NA,4,NA
2012Q4,S08000020,NA,S08000020,Colorectal,NA,58,NA,54,NA
2012Q4,S08000020,NA,S08000020,Head & Neck,NA,5,NA,4,NA
2012Q4,S08000020,NA,S08000020,Lung,NA,50,NA,48,NA
2012Q4,S08000020,NA,S08000020,Lymphoma,NA,10,NA,10,NA
2012Q4,S08000020,NA,S08000020,Melanoma,NA,6,NA,5,NA
2012Q4,S08000020,NA,S08000020,Ovarian,NA,6,NA,6,NA
2012Q4,S08000020,NA,S08000020,Upper GI,NA,36,NA,36,NA
2012Q4,S08000020,NA,S08000020,Urological,NA,41,NA,35,NA
2012Q4,S08000020,NA,S08000024,Breast,NA,1,NA,1,NA
2012Q4,S08000020,NA,S08000030,Upper GI,NA,1,NA,1,NA
2012Q4,S08000022,NA,S08000020,Cervical,NA,1,NA,1,NA
2012Q4,S08000022,NA,S08000020,Lung,NA,1,NA,1,NA
2012Q4,S08000022,NA,S08000020,Lymphoma,NA,1,NA,1,NA
2012Q4,S08000022,NA,S08000022,Breast,NA,47,NA,47,NA
2012Q4,S08000022,NA,S08000022,Colorectal,NA,29,NA,26,NA
2012Q4,S08000022,NA,S08000022,Head & Neck,NA,9,NA,6,NA
2012Q4,S08000022,NA,S08000022,Lung,NA,38,NA,34,NA
2012Q4,S08000022,NA,S08000022,Lymphoma,NA,9,NA,9,NA
2012Q4,S08000022,NA,S08000022,Melanoma,NA,11,NA,11,NA
2012Q4,S08000022,NA,S08000022,Ovarian,NA,3,NA,3,NA
2012Q4,S08000022,NA,S08000022,Upper GI,NA,13,NA,13,NA
2012Q4,S08000022,NA,S08000022,Urological,NA,14,NA,12,NA
2012Q4,S08000022,NA,S08000031,Colorectal,NA,1,NA,1,NA
2012Q4,S08000022,NA,S08000031,Lung,NA,2,NA,2,NA
2012Q4,S08000022,NA,S08000031,Lymphoma,NA,1,NA,1,NA
2012Q4,S08000022,NA,S08000031,Upper GI,NA,1,NA,1,NA
2012Q4,S08000022,NA,S08000031,Urological,NA,1,NA,1,NA
2012Q4,S08000024,NA,S08000019,Breast,NA,1,NA,1,NA
2012Q4,S08000024,NA,S08000024,Breast,NA,167,NA,167,NA
2012Q4,S08000024,NA,S08000024,Cervical,NA,4,NA,4,NA
2012Q4,S08000024,NA,S08000024,Colorectal,NA,108,NA,102,NA
2012Q4,S08000024,NA,S08000024,Head & Neck,NA,14,NA,14,NA
2012Q4,S08000024,NA,S08000024,Lung,NA,80,NA,78,NA
2012Q4,S08000024,NA,S08000024,Lymphoma,NA,17,NA,16,NA
2012Q4,S08000024,NA,S08000024,Melanoma,NA,20,NA,20,NA
2012Q4,S08000024,NA,S08000024,Ovarian,NA,6,NA,6,NA
2012Q4,S08000024,NA,S08000024,Upper GI,NA,69,NA,68,NA
2012Q4,S08000024,NA,S08000024,Urological,NA,72,NA,65,NA
2012Q4,S08000024,NA,S08000029,Breast,NA,5,NA,5,NA
2012Q4,S08000025,NA,S08000020,Lung,NA,1,NA,1,NA
2012Q4,S08000025,NA,S08000020,Ovarian,NA,1,NA,1,NA
2012Q4,S08000025,NA,S08000020,Upper GI,NA,2,NA,2,NA
2012Q4,S08000025,NA,S08000025,Breast,NA,2,NA,2,NA
2012Q4,S08000025,NA,S08000025,Colorectal,NA,1,NA,1,NA
2012Q4,S08000025,NA,S08000025,Melanoma,NA,1,NA,1,NA
2012Q4,S08000026,NA,S08000020,Colorectal,NA,1,NA,1,NA
2012Q4,S08000026,NA,S08000020,Head & Neck,NA,1,NA,1,NA
2012Q4,S08000026,NA,S08000020,Lung,NA,1,NA,1,NA
2012Q4,S08000026,NA,S08000020,Lymphoma,NA,1,NA,1,NA
2012Q4,S08000026,NA,S08000020,Upper GI,NA,3,NA,3,NA
2012Q4,S08000026,NA,S08000026,Colorectal,NA,7,NA,7,NA
2012Q4,S08000026,NA,S08000026,Melanoma,NA,1,NA,1,NA
2012Q4,S08000026,NA,S08000026,Upper GI,NA,1,NA,1,NA
2012Q4,S08000026,NA,S08000026,Urological,NA,2,NA,2,NA
2012Q4,S08000028,NA,S08000022,Colorectal,NA,1,NA,1,NA
2012Q4,S08000028,NA,S08000022,Lung,NA,2,NA,2,NA
2012Q4,S08000028,NA,S08000022,Lymphoma,NA,1,NA,1,NA
2012Q4,S08000028,NA,S08000022,Upper GI,NA,1,NA,1,NA
2012Q4,S08000028,NA,S08000022,Urological,NA,2,NA,2,NA
2012Q4,S08000028,NA,S08000028,Colorectal,NA,1,NA,1,NA
2012Q4,S08000028,NA,S08000028,Lung,NA,2,NA,2,NA
2012Q4,S08000028,NA,S08000028,Melanoma,NA,2,NA,2,NA
2012Q4,S08000028,NA,S08000028,Upper GI,NA,1,NA,1,NA
2012Q4,S08000028,NA,S08000031,Ovarian,NA,1,NA,1,NA
2012Q4,S08000029,NA,S08000024,Colorectal,NA,2,NA,1,NA
2012Q4,S08000029,NA,S08000024,Head & Neck,NA,4,NA,4,NA
2012Q4,S08000029,NA,S08000024,Lung,NA,17,NA,12,NA
2012Q4,S08000029,NA,S08000024,Melanoma,NA,2,NA,2,NA
2012Q4,S08000029,NA,S08000024,Ovarian,NA,3,NA,3,NA
2012Q4,S08000029,NA,S08000024,Upper GI,NA,3,NA,3,NA
2012Q4,S08000029,NA,S08000029,Breast,NA,22,NA,22,NA
2012Q4,S08000029,NA,S08000029,Cervical,NA,3,NA,3,NA
2012Q4,S08000029,NA,S08000029,Colorectal,NA,32,NA,32,NA
2012Q4,S08000029,NA,S08000029,Lung,NA,26,NA,26,NA
2012Q4,S08000029,NA,S08000029,Lymphoma,NA,5,NA,4,NA
2012Q4,S08000029,NA,S08000029,Melanoma,NA,3,NA,3,NA
2012Q4,S08000029,NA,S08000029,Ovarian,NA,8,NA,7,NA
2012Q4,S08000029,NA,S08000029,Upper GI,NA,11,NA,11,NA
2012Q4,S08000029,NA,S08000029,Urological,NA,31,NA,31,NA
2012Q4,S08000030,NA,S08000020,Lung,NA,1,NA,1,NA
2012Q4,S08000030,NA,S08000024,Lung,NA,6,NA,5,NA
2012Q4,S08000030,NA,S08000030,Breast,NA,62,NA,61,NA
2012Q4,S08000030,NA,S08000030,Cervical,NA,4,NA,4,NA
2012Q4,S08000030,NA,S08000030,Colorectal,NA,30,NA,28,NA
2012Q4,S08000030,NA,S08000030,Head & Neck,NA,6,NA,5,NA
2012Q4,S08000030,NA,S08000030,Lung,NA,41,NA,38,NA
2012Q4,S08000030,NA,S08000030,Melanoma,NA,6,NA,6,NA
2012Q4,S08000030,NA,S08000030,Ovarian,NA,6,NA,6,NA
2012Q4,S08000030,NA,S08000030,Upper GI,NA,15,NA,15,NA
2012Q4,S08000030,NA,S08000030,Urological,NA,31,NA,29,NA
2012Q4,S08000031,NA,S08000022,Colorectal,NA,3,NA,3,NA
