quarter,quarter_time,hb,hbt,hbtqf,cancer_type,cancer_type_qf,hbqf,referrals_standard,referrals,referrals_standard_qf,referrals_standard_qf_values,referrals_treated_standard,referrals_treated,referrals_treated_qf,referrals_treated_qf_values
2012Q1,2012 Q1,S08000022,S08000022,NA,Lung,NA,NA,31day_standard,43,31day_standard_qf,NA,within31days,43,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Lung,NA,NA,62day_standard,26,62day_standard_qf,NA,within62days,25,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Lymphoma,NA,NA,31day_standard,15,31day_standard_qf,NA,within31days,15,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Lymphoma,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Melanoma,NA,NA,31day_standard,14,31day_standard_qf,NA,within31days,14,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Melanoma,NA,NA,62day_standard,8,62day_standard_qf,NA,within62days,8,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Ovarian,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Ovarian,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Upper GI,NA,NA,31day_standard,34,31day_standard_qf,NA,within31days,34,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Upper GI,NA,NA,62day_standard,19,62day_standard_qf,NA,within62days,19,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Urological,NA,NA,31day_standard,46,31day_standard_qf,NA,within31days,43,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000022,NA,Urological,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,15,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000024,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000024,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000024,NA,Melanoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000024,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000024,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000031,NA,Lung,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000031,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000031,NA,Upper GI,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000031,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000022,S08000031,NA,Urological,NA,NA,31day_standard,8,31day_standard_qf,NA,within31days,8,within31days_qf,NA
2012Q1,2012 Q1,S08000022,S08000031,NA,Urological,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000022,SB0801,NA,Lung,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000016,NA,Breast,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000016,NA,Breast,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000019,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000019,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Breast,NA,NA,31day_standard,210,31day_standard_qf,NA,within31days,210,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Breast,NA,NA,62day_standard,161,62day_standard_qf,NA,within62days,161,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Cervical,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Cervical,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Colorectal,NA,NA,31day_standard,139,31day_standard_qf,NA,within31days,134,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Colorectal,NA,NA,62day_standard,97,62day_standard_qf,NA,within62days,94,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Head & Neck,NA,NA,31day_standard,41,31day_standard_qf,NA,within31days,41,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Head & Neck,NA,NA,62day_standard,16,62day_standard_qf,NA,within62days,14,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Lung,NA,NA,31day_standard,175,31day_standard_qf,NA,within31days,175,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Lung,NA,NA,62day_standard,101,62day_standard_qf,NA,within62days,95,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Lymphoma,NA,NA,31day_standard,34,31day_standard_qf,NA,within31days,34,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Lymphoma,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,14,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Melanoma,NA,NA,31day_standard,50,31day_standard_qf,NA,within31days,50,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Melanoma,NA,NA,62day_standard,23,62day_standard_qf,NA,within62days,22,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Ovarian,NA,NA,31day_standard,21,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Ovarian,NA,NA,62day_standard,13,62day_standard_qf,NA,within62days,12,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Upper GI,NA,NA,31day_standard,51,31day_standard_qf,NA,within31days,51,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Upper GI,NA,NA,62day_standard,32,62day_standard_qf,NA,within62days,32,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Urological,NA,NA,31day_standard,197,31day_standard_qf,NA,within31days,193,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000024,NA,Urological,NA,NA,62day_standard,95,62day_standard_qf,NA,within62days,85,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000029,NA,Breast,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2012Q1,2012 Q1,S08000024,S08000029,NA,Breast,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2012Q1,2012 Q1,S08000024,S08000030,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Colorectal,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Colorectal,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Upper GI,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,0,within62days_qf,NA
2012Q1,2012 Q1,S08000025,S08000020,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000025,NA,Colorectal,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000025,NA,Colorectal,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000025,S08000025,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000025,S08000025,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Colorectal,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Colorectal,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Lung,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Lymphoma,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Urological,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000020,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Breast,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Colorectal,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Colorectal,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Lung,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Lymphoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Melanoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Melanoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000026,S08000026,NA,Urological,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000022,NA,Colorectal,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000022,NA,Colorectal,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000028,S08000022,NA,Head & Neck,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000022,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000022,NA,Urological,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Colorectal,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Colorectal,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Head & Neck,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Lung,NA,NA,31day_standard,5,31day_standard_qf,NA,within31days,5,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Lung,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Melanoma,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Upper GI,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Upper GI,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Urological,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000028,S08000028,NA,Urological,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000028,SB0801,NA,Lung,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000028,SB0801,NA,Lung,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000028,SB0801,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000028,SB0801,NA,Upper GI,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Breast,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Breast,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Cervical,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Cervical,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Colorectal,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Colorectal,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Head & Neck,NA,NA,31day_standard,20,31day_standard_qf,NA,within31days,19,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Head & Neck,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Lung,NA,NA,31day_standard,23,31day_standard_qf,NA,within31days,22,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Lung,NA,NA,62day_standard,14,62day_standard_qf,NA,within62days,11,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Lymphoma,NA,NA,31day_standard,3,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Lymphoma,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Ovarian,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Ovarian,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Upper GI,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,7,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Urological,NA,NA,31day_standard,7,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000024,NA,Urological,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Breast,NA,NA,31day_standard,43,31day_standard_qf,NA,within31days,43,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Breast,NA,NA,62day_standard,23,62day_standard_qf,NA,within62days,23,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Cervical,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Cervical,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Colorectal,NA,NA,31day_standard,42,31day_standard_qf,NA,within31days,42,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Colorectal,NA,NA,62day_standard,32,62day_standard_qf,NA,within62days,27,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Head & Neck,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Head & Neck,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Lung,NA,NA,31day_standard,52,31day_standard_qf,NA,within31days,52,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Lung,NA,NA,62day_standard,41,62day_standard_qf,NA,within62days,41,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Lymphoma,NA,NA,31day_standard,10,31day_standard_qf,NA,within31days,10,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Lymphoma,NA,NA,62day_standard,6,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Melanoma,NA,NA,31day_standard,9,31day_standard_qf,NA,within31days,9,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Melanoma,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Ovarian,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Ovarian,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Upper GI,NA,NA,31day_standard,23,31day_standard_qf,NA,within31days,23,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Upper GI,NA,NA,62day_standard,17,62day_standard_qf,NA,within62days,17,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Urological,NA,NA,31day_standard,95,31day_standard_qf,NA,within31days,91,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000029,NA,Urological,NA,NA,62day_standard,29,62day_standard_qf,NA,within62days,27,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000030,NA,Lung,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,3,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000030,NA,Lung,NA,NA,62day_standard,3,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2012Q1,2012 Q1,S08000029,S08000030,NA,Upper GI,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000029,S08000030,NA,Urological,NA,NA,31day_standard,2,31day_standard_qf,NA,within31days,2,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000020,NA,Lung,NA,NA,31day_standard,1,31day_standard_qf,NA,within31days,1,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000020,NA,Lung,NA,NA,62day_standard,1,62day_standard_qf,NA,within62days,1,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000024,NA,Lung,NA,NA,31day_standard,6,31day_standard_qf,NA,within31days,6,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000024,NA,Lung,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,3,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Breast,NA,NA,31day_standard,106,31day_standard_qf,NA,within31days,106,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Breast,NA,NA,62day_standard,67,62day_standard_qf,NA,within62days,67,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Cervical,NA,NA,31day_standard,4,31day_standard_qf,NA,within31days,4,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Cervical,NA,NA,62day_standard,2,62day_standard_qf,NA,within62days,2,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Colorectal,NA,NA,31day_standard,77,31day_standard_qf,NA,within31days,75,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Colorectal,NA,NA,62day_standard,42,62day_standard_qf,NA,within62days,37,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Head & Neck,NA,NA,31day_standard,21,31day_standard_qf,NA,within31days,21,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Head & Neck,NA,NA,62day_standard,8,62day_standard_qf,NA,within62days,7,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Lung,NA,NA,31day_standard,51,31day_standard_qf,NA,within31days,51,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Lung,NA,NA,62day_standard,35,62day_standard_qf,NA,within62days,34,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Lymphoma,NA,NA,31day_standard,26,31day_standard_qf,NA,within31days,26,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Lymphoma,NA,NA,62day_standard,5,62day_standard_qf,NA,within62days,5,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Melanoma,NA,NA,31day_standard,31,31day_standard_qf,NA,within31days,30,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Melanoma,NA,NA,62day_standard,10,62day_standard_qf,NA,within62days,10,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Ovarian,NA,NA,31day_standard,12,31day_standard_qf,NA,within31days,12,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Ovarian,NA,NA,62day_standard,4,62day_standard_qf,NA,within62days,4,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Upper GI,NA,NA,31day_standard,42,31day_standard_qf,NA,within31days,42,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Upper GI,NA,NA,62day_standard,13,62day_standard_qf,NA,within62days,13,within62days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Urological,NA,NA,31day_standard,95,31day_standard_qf,NA,within31days,89,within31days_qf,NA
2012Q1,2012 Q1,S08000030,S08000030,NA,Urological,NA,NA,62day_standard,32,62day_standard_qf,NA,within62days,30,within62days_qf,NA
